initial_sentence,follow_sentence,generated_sentence,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
"N,O'-Dibutyryl cAMP (1.0--10.0 mM) caused a dose-dependent stimulation of ODC activity which equaled the maximal effect of LH but was significantly less effective than the saturating dose of FSH.","8-Bromo-cAMP was more potent than N,O'-dibutyryl cAMP and as effective as FSH as an inducer of ODC activity.",the variance of the logarithm of the logarithm of the logarithm of the variance of the variance of the variance of the variance of the variance of the variance is known in the case of theifenstein variance.,0.0270270270262966,8.664587414929847e-10,2.778492594453109e-12,1.5848464939717997e-13,0.015023474178403757,0.03877940241576606,0,0.6769246459007263,0.602746,0.18095,0.665345
"Our data confirm: absence of sex differences and seasonal variations, a peak age of incidence between 6 and 24 months, a prevalence of patients of lower social status, evidence of recurrent herpes labialis as the most frequent source of infection, and frequency of herpes simplex virus 1 gingivostomatitis.","The relevant findings of this study were as follows: herpes simplex virus 2 was isolated in 10% of the patients, 6% of cases occurred in the first six months of life, infection was multifocal in 36% of cases, autoinoculation was a frequent route of transmission of genital primary infection in young children, herpetic Kaposi-Juliusberg's pustulosis in infants with atopic dermatitis was the most severe presentation of primary infection and should be more adequately prevented.",the incidence of herpes simplex virus 1 gingivitis was significantly higher in patients with keratoconjunctivitis and keratobacteriumjunctivitis than in patients with keratoconjunctivitis.,0.04276250019614607,0.019574008837394446,0.012169473187022389,1.7283706224070177e-06,0.05229336198491608,0.15183571873055385,0,0.744106113910675,0.881205,0.497109,0.776864
Antiglobulin activity of the recombinant molecules was shown by analytical ultracentrifugation and by column chromatography with molecules containing 125I-labeled L chains.,L chains from the subject's IgG were enriched in sialic acids.,the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.0243531202435312,0.04449307075127644,0,0.6509786248207092,0.688739,0.320015,0.52028
"Data analysis by densitometry showed that [125I]HEAT binding in the rat neural lobe was saturable and of high affinity, with an apparent dissociation constant (Kd) of about 5 pM.",Data from competition studies using a variety of compounds demonstrated an alpha 1-adrenergic receptor profile for [125I]HEAT-binding sites in the rat pituitary.,the results suggest that the magnitude of the logarithm of the logarithm of the logarithm of the logarithm of si ( 1 ) is greater than the magnitude of the logarithm of the log of si ( 2 ).,0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,0.03513909224011713,0.0690435766836446,0,0.7283966541290283,0.726361,0.217736,0.536167
The course of illness in 4 of the 5 patients with confirmed infection was milder than that previously reported with legionnaires' disease.,"In addition, 1 child had a fourfold fall in titre, and 23 patients had titres of greater than or equal to 256 without significant change in titre.",the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results were also discussed.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.026494568687118976,0.03133025166923472,0,0.6490286588668823,0.767517,0.305669,0.571243
"In the 5'-flanking region of the heme oxygenase gene, we found several potential binding sites for different transcription factors: a transcription factor Sp1, a positive regulator for the control of amino acid synthesis (GCN4), a heat shock transcription factor, and a metal-dependent transcription factor.","Furthermore, the intron 1 contains the sequence that shows about 65% homology to that of the neuronal identifier sequence, a possible enhancer element.",the expression of the expression of the expression of the expression of the expression of the other [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] - rich gene ( hmg ).,0.10256410256147275,0.051952433345263505,4.178335940166351e-07,1.1931001236118979e-09,0.028020282717026813,0.13533000554631172,0,0.5141934156417847,0.590625,0.298882,0.602085
This causes strand breakage of DNA and inhibition of cell growth.,The influence of BLM on cell growth may be unrelated to the effects on DNA.,the results of the results of the the results of the the results of the results of the results of the results of the the results of i. i. i. i. i. v..,0.06060606060422409,1.3762047063655964e-09,3.938535773814409e-12,2.124324129849806e-13,0.06361838215773147,0.08937728937728938,0,0.21758385002613068,0.755528,0.369393,0.666693
Effect of dehydrating agents on DNA organization in herpes viruses.,"With routine procedures of Epon- or GMA-embedding and a stain specific for DNA, the nucleoid of mature herpes simplex virus-type 1 (HSV-1) assumes the well-known form of a short, compact, hollow cylinder or torus.",theision of the department of the the department of the department of virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia..,0.13953526520304343,2.014018073158895e-09,4.973753897317522e-12,2.499315288196668e-13,0.022002200220022004,0.16495402920497568,0,0.26544874906539917,0.625938,0.145186,0.659452
"120 sera including 31 M, 33 MZ and 56 Z were studied.","The alpha-1-antitrypsin concentration varied according to the Pi phenotype, the sex and the health of the subject.",the the results of the the results of the the results of the the results of the the results of the the results of the the results of the the results are discussed. i. e. i.,0.1388888888850309,0.06299407883309642,4.886975713115075e-07,1.3713605456575345e-09,0.0683199739182863,0.20171957671957672,0,0.5804623365402222,0.88353,0.235668,0.652943
"When monocytes were cultured in vitro, these cells transformed into macrophages.",Cultured monocytes retained their ingestive activity but lost their candidacidal activity almost completely after day 3.,"the results of the the results of the results of the results of the results of the results of, and the results of the results of virginia. virginia. virginia. virginia. virginia. virginia..",3.124999999902344e-17,3.1750031749039435e-17,3.2269261345044614e-17,3.2808945249044247e-17,0,0,0,0.29660889506340027,0.706907,0.293156,0.585128
Estracyt in advanced carcinoma of the breast: a phase II study.,"Estracyt, a conjugate of an alkylating agent with an oestrogenic sterol, was given in a dose of 420 mg daily to a group of 44 postmenopausal patients with very advanced breast carcinoma.",the magnitude of the the logarithm of the logarithm of the the logarithm of the logarithm of the logarithm of the logarithm of the i. i. i. i. i. i. i. v.,0.09374999999414069,1.7390208589910665e-09,4.654032830757365e-12,2.428133621158771e-13,0.016818500350385426,0.09375,0,0.48466309905052185,0.602416,0.148973,0.521717
"Alterations in lipid metabolism, Na+,K+-ATPase activity, and tissue water content of spinal cord following experimental traumatic injury.",Traumatic spinal cord injury has recently been shown to cause a rapid increase in free fatty acids (FFAs) and lipid degradation in cats.,"the results of the the results of the cases and of the results of the controls were compared with the controls ( 1, 2 ), and the results of the results of the controls ( 3 ).",0.0270270270262966,8.664587414929847e-10,2.778492594453109e-12,1.5848464939717997e-13,0.043243243243243246,0.034797490017113526,0,0.6230261921882629,0.754907,0.307685,0.524208
"The major polysaccharide is an antigen which lacks heptose, 2-keto-3-deoxyoctulosonic acid, and endotoxic lipid A.","The minor polysaccharide in the capsular material of R. Trifolii 0403 contains the same antigen in addition to heptose, 2-keto-3-deoxyoctonate, and lipid A.",the results of the clinical results of the clinical results of the clinical results of the patients with chronic coronary heart disease and the results of the clinical results of the patients with acute coronary heart disease were compared.,0.10256410256147275,1.642880193591135e-09,4.178335940166352e-12,2.121665383933931e-13,0.031176929072486356,0.13533000554631172,0,0.6765421032905579,0.694913,0.16863,0.520325
The modulatory effects of these different membrane conductances on the integrative properties of I.O.,neurons are described.,"the results of the results of the the results of the the results of the the results of the monoclinic lattices are compared with the monoclinic lattices, the monoclinic lattices and the monoclinic lattices.",0.029411764705017336,9.440686400335144e-10,3.0312311475831867e-12,1.7313061339444439e-13,0.048780487804878044,0.06367432150313151,0,0.6059352159500122,0.614793,0.31792,0.557566
"82 strains of slow-growing, CO2-dependent, gram-positive organisms have been isolated from the urine of 9 male and 73 female patients.","100% of the men and 93% of the women had urinary symptoms at the time of isolation, and 66% of the specimens showed pyuria.",the majority of the patients with the majority of the patients with the majority of the urinary infections were associated with the presence of invasive invasive invasive invasive invasive invasive invasive invasive invasive invasive invasive invasive invasive invasive invasive.,0.23076923076331368,0.13497638119624783,7.896560106821803e-07,1.923104277732444e-09,0.08589976660692891,0.23219140837411636,0,0.7269619107246399,0.614678,0.536821,0.61109
"Synthesis and antiviral activity of various esters of 9-[(1,3-dihydroxy-2-propoxy)methyl]guanine.","The synthesis and in vivo biological activity of a series of mono-O-, di-O-, and N2-acyl derivatives of 9-[(1,3-dihydro-2-propoxy)-methyl]guanine (DHPG) are described.",the results of the results of the study of the synthesis of various esters of 9 - [ 1 - dihydroxy - 2 - propoxy ) methyl ] guanine were compared with those of the parent compounds.,0.1081081081051863,1.7329174829859686e-09,4.410582067320715e-12,2.241311406054368e-13,0.09459177561365724,0.14515169541939324,0,0.758354663848877,0.822382,0.438331,0.743284
In this study we have employed recombinants within the H-2 region to examine in detail this H-2 specificity.,"H-2b effectors were found to lyse SV40-transformed targets from recombinants bearing either H-2Kb or H-2Db.H-2k effectors recognized only SV40-transformed H-2Kk, and not H-2Dk target cells.","the results of the the presence of the optic tectum in the region of the optic cup, and in the vicinity of the optic tectum in the region of the termination of the tect are discussed.",0.027777777777006206,8.908708063496486e-10,2.857920734272792e-12,1.630831718129954e-13,0.02736594346469337,0.03388888888888889,0,0.7167092561721802,0.574769,0.083162,0.61719
"Exercise-stimulated ACTH, cortisol, and lactate responses were similar in all groups and were proportional to the exercise intensity employed.","These responses, however, were attenuated in the trained subjects when plotted against applied absolute workload.","the results of the results of the ria and of the ria the results of the ria, the ria, and the ria, were similar, and the results of the ria and the ria were similar.",0.05714285714122452,1.2964074470667444e-09,3.706719289846656e-12,1.9973527828806605e-13,0.04854083144942801,0.08621908127208482,0,0.7636355757713318,0.780302,0.196041,0.607481
Reproducible high yield of rat islets by stationary in vitro digestion following pancreatic ductal or portal venous collagenase injection.,Pancreatic distension with collagenase solution followed by stationary in vitro digestion yields large numbers of intact islets.,the results of the the results of the examination of the voids in the vicinity of the end of the cannula were compared with those obtained by the examination of the urine at the end of the cannula.,0.10526315789196679,1.6866980207552002e-09,4.291318246876247e-12,2.1798470960469238e-13,0.058937828281094444,0.11715749039692704,0,0.7442830801010132,0.681249,0.193132,0.583098
The previously reported close association of K with Lyt-1 and of D with Lyt-2 were demonstrable equally with unfixed and paraformaldehyde-fixed thymocytes.,"It is suggested that activation of D sites, and alternatively of TL sites, by antibody in the present experiments brings these two molecules into apposition and that this movement may exemplify a mechanism concerned in immunological recognition and response.",the results of the results of the study of the results of the study of the results of the study of the results of the study of the study of the results of the study of the two groups.,0.10256410255884289,1.6428801935490098e-09,4.178335940059215e-12,2.1216653838795293e-13,0.0316293949672489,0.10256410256410257,0,0.6540744304656982,0.836123,0.305215,0.637544
"On the other hand, although SNP at concentrations of 10(-5) to 10(-3) M increased the production of cGMP in a dose-dependent manner, it caused no significant changes in the production of aldosterone.",Neither dibutyryl cGMP nor 8-bromo-cGMP affected the production of aldosterone in the adrenal cells.,the development of the development of the nervous system is discussed in order to provide an understanding of the mechanisms involved in the development of the development of the vestib system and the development of the central nervous system.,0.10256410256147275,0.051952433345263505,4.178335940166351e-07,1.1931001236118979e-09,0.08819640146434289,0.1649763353617309,0,0.7767321467399597,0.70329,0.145445,0.723004
Reactions known to be catalysed by other peroxidases (e.g.,"thyroid peroxidase (TPO) and lactoperoxidase), such as inorganic iodide exchange for organic iodine in di-iodotyrosine (DIT) and the de-iodination of thyroxine (T4), were also catalysed by the sonicated leucocyte suspension in the system used.","the results of the the results of the the the results of the monoclinic lattices, and the results of the monoclinic lattices are tabulated the results of the monoclinic lattices and the monoclinic lattices.",0.17647058822491354,0.07312724240837892,5.5081125397456e-07,1.523742848422084e-09,0.04370418777780196,0.14705882352941177,0,0.7202304601669312,0.69028,0.212419,0.611735
"The incidence of hepatitis infection nationwide as measured by the presence of the surface antigens was 10.6%, but a wide regional variation was observed.",A multiplicative and additive regression analysis to investigate if hepatitis and aflatoxin exposure had a synergetic effect in the induction of liver cancer was negative.,the significance of the presence of the surface antigens in hepatitis b virus carrier individuals and in hepatitis b virus recipients is related to the degree of the expression of the surface antigens in hepatitis b virus carrier individuals.,0.15384615384220912,2.0121090914115633e-09,4.783000660880889e-12,2.3480087200537224e-13,0.06122448979591836,0.16266666666666665,0,0.8146125674247742,0.804198,0.322068,0.616154
These cells were unable to mature and subsequently lysed.,Thus dyserythropoiesis occurred in culture both at early and late stages of maturation.,the results of the the results of the the results of the the v. v. v. v. v. v. v. v. v. v. v. v. v..,0.038461538460059216,1.2403473458434254e-09,4.002135611564223e-12,2.297665966272672e-13,0.011004126547455296,0.05456171735241502,0,0.13874280452728271,0.440196,0.208772,0.508312
A study using electron microscope autoradiography.,Inorganic 35S-sulfate was injected into Xenopus laevis embryos before first cleavage to study incorporation of the label into the yolk platelets in order to localize glycosaminoglycan synthesis.,the results of the results of the the results of the the results of the the results of the the results of the results of the results of the results of the........,0.09374999999707036,0.05499266813126129,4.6540328309028024e-07,1.3654398783043348e-09,0.02120578733121662,0.10327313769751693,0,0.3949338495731354,0.712431,0.251593,0.66582
The six different mutant viruses recovered exhibited a small-plaque phenotype when assayed on HeLa cells.,Further investigation revealed that all the mutations (with the exception of one) yielded P3 region proteins that displayed altered mobility in sodium dodecyl sulfate-polyacrylamide gel electrophoresis.,"the the end of the trachea of the the trachea of the peut is located in the vicinity of the the end of the trachea, and at the end of the trachea of the trachea of the trachea.",0.10526315789196679,1.6866980207552002e-09,4.291318246876247e-12,2.1798470960469238e-13,0.03044140030441401,0.1293743372216331,0,0.6745002269744873,0.735702,0.107859,0.616876
The elevated levels of AT III in acute myocardial infarction did not confirm the existence of a consumption of AT III due to chronic intravascular coagulation in these patients.,"The Wu-Hoak test increased only in patients with acute coronary disease, never in the other groups.",the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,0.058129272834376605,0.07865892972275952,0,0.6609302759170532,0.741536,0.404816,0.601984
We reviewed three patients with this disease in the ankle.,"Two of these patients were reexamined after 7 and 27 years, respectively.",the results of the the results of the the results of the results of the results of the the.....................,0.0526315789445984,1.7099639200494266e-09,5.561282936163364e-12,3.219965714544208e-13,0.014869888475836432,0.06725468577728776,0,0.4126769006252289,0.75708,0.421983,0.532112
Some properties of equine Clq were characterized.,"Equine Clq was heat-labile, as shown by loss of its EA-agglutinating activity after heating 58 degrees for 15 min.","the results of the the results of the study were tabulated, the slope of the curve was calculated, and the slope of the p. p. p. p. v. v. v..",0.06666666666444447,1.516196087106396e-09,4.346278690526959e-12,2.3482657121813303e-13,0.028423390081421168,0.08507670850767085,0,0.2394527792930603,0.774329,0.291626,0.60645
Ventricular work after ischemia was best in control rats with potassium cardioplegia only.,Supplementing the cardioplegic solution with PEP and ATP (group I) resulted in significantly reduced postischemic ventricular work and increased efflux of the creatine kinase isoenzyme MB (CK-MB).,the results of the the study of the possible mechanisms are presented. v. v. v. v. v. v. v. v. v. v. v. v. v..,0.1107739615575344,0.06527418283013772,5.550564633858595e-07,1.636670721204392e-09,0.03267489830292419,0.11458985597996242,0,0.22632218897342682,0.390449,0.217532,0.580858
"Sephadex G-100, and concanavalin A-Sepharose, and finally disc electrophoresis in polyacrylamide gel.","It has a molecular weight of 56,000 determined by equilibrium ultracentrifugation.","the results of the the results of the tests for the determination of the purity of the extract, the yield, and the purity of the membrane - bound protein were determined by disc electrophoresis in polyacrylamide gels.",0.08108108107888973,0.047457899786324524,4.0072797504523106e-07,1.1729176379484152e-09,0.08337451792751131,0.13853141559424678,0,0.7164380550384521,0.779807,0.296958,0.5968
"Predominant symptoms were fever and sore throat (by case definition), headache (83%), abdominal pain (64%), and conjunctivitis (51%).",At least 77 persons were identified whose symptoms met the case definition for illness.,"the results of the results of the evaluation of the severity of the predominant symptoms were fever, abdominal pain, abdominal pain, abdominal pain, abdominal pain, and generalized conjunctivitis ( 56 % ).",0.09374999999707036,1.7390208590454106e-09,4.654032830902803e-12,2.4281336212346503e-13,0.0583232077764277,0.04677914110429447,0,0.6639827489852905,0.791176,0.501526,0.631914
"Translational termination presumably increases with RF-2 concentration, providing negative regulatory feedback.","We now show, in lacZ/RF-2 fusions, that translation of a UAG codon at the position of the UGA competes with frameshifting, which proves one postulate of the translational autoregulatory model.","the results of the the initiation of the the initiation of the viral rna was observed in the vicinity of the end of the viral rna, suggesting that the initiation of the viral rna is not merely viral.",0.21052631578393358,0.10667614940968784,6.81204309942168e-07,1.7335685886739763e-09,0.06596738712482149,0.2103448275862069,0,0.7601502537727356,0.88011,0.30846,0.634738
"In parallel, PDE inhibitors inhibit the increase in cytoplasmic free Ca2+ evoked by ADP, as measured with the fluorescent probe quin 2.",The inhibition of ADP-induced aggregation and rise in [Ca2+]i is potentiated by PGE1 which stimulates adenylate cyclase and is inhibited by adrenaline which inhibits adenylate cyclase.,"the results of the the results of the determination of the sensitivity of the ria method and of the ria method are given, and the results of the determination of the sensitivity of the ria method are given.",0.0789473684189751,1.4607233344869356e-09,3.898921378397572e-12,2.0285762996808684e-13,0.051680013477884895,0.09703075291622482,0,0.745977520942688,0.51624,0.242877,0.512714
Most compounds that induce SCEs induce a spectrum of lesions in DNA.,"To investigate the role of double-strand breakage in SCE formation, we constructed a plasmid that gives rise to one specific lesion, a staggered-end (""cohesive"") DNA double-strand break.",the review of the literature.............. virginia... virginia. virginia. virginia. virginia. virginia. virginia......,0.04775079946873992,1.1152184090742548e-09,3.290666871713377e-12,1.835207968598418e-13,0.011220196353436188,0.09591194968553458,0,0.4016459882259369,0.706363,0.138934,0.621237
"The amplified ODC sequences in the Sultan myeloma cell line apparently originated from chromosome 2, as indicated by a unique hybridization signal in a 5.8 kbp HindIII fragment specific for the human ODC locus on chromosome 2.","A comparison of different human cells, the Sultan myeloma, a lymphocytic B-cell leukaemia (Ball), normal mononuclear leucocytes and leucocytes obtained from leukaemia patients, revealed interesting differences in the methylation of ODC genes.",the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.10256410256147275,1.642880193591135e-09,4.178335940166352e-12,2.121665383933931e-13,0.023612750885478158,0.11471556182416551,0,0.6412862539291382,0.68852,0.230581,0.55301
Two of these sites cause termination of RNA polymerase III transcription as well.,RNA polymerase II terminated transcription in a cluster of seven consecutive T residues in the nontranscribed strand and paused during transcription at three additional sites in this region.,"one of the nuclei of the the nucleus of the thalamus, and the nucleus of the medial thalamus, the nucleus of the nucleus of the nucleus of the thalamus, and the nucleus of the medial thalamus.",0.08333333333101856,1.5430334995774452e-09,4.121834950977566e-12,2.146295243729496e-13,0.02393418100224383,0.09591194968553458,0,0.6815869212150574,0.70888,0.252666,0.611364
"All study animals responded to bacteria within 15 min with marked elevation in pulmonary artery pressure (X +/- SD) (12 +/- 3 to 49 +/- 5 mmHg; p less than .01), and a decline in PaO2 (84 +/- 9 to 49 +/- 5 mmHg; p less than .01) and cardiac output (0.29 +/- 0.04 to 0.18 +/- .07 liter/min/kg; p less than .01).",These changes were reversed by indomethacin.,"the effects of the logarithm of the logarithm of the educational level on the variance of the psychosocial scores, and the effect of the educational level on the logarithm of the variance of the psychosocial scores were studied.",0.02631578947299172,8.433490103776005e-10,2.7033610955186744e-12,1.5413846635645835e-13,0.03397027600849256,0.0523156089193825,0,0.697525680065155,0.535834,0.114289,0.50338
"Its specific activity was around 10 nmol/min per mg protein, which is approximately the same as that found in human blood platelets.",Subcellular fractionation revealed that 55% of the enzyme was solubilized under conditions where 80% of acrosin appeared in the supernatants.,"the results of the results of the traditional and of the pod method were compared with those of the results of the results of the egypt method, and the results of the traditional and of the pod method.",0.10526315789196679,0.05333807470484394,4.291318246876245e-07,1.2258181047033616e-09,0.038360801091447155,0.14610778443113773,0,0.7555994987487793,0.841855,0.350648,0.606111
Arginyl-glycyl-aspartic acid sequences and fibrinogen binding to platelets.,Human fibrinogen has an Arg-Gly-Asp-Ser (RGDS) sequence at residues 572-575 of its A alpha-chain.,the results of the the study of the possible mechanisms are presented. v. v. v. v. v. v. v. v. v. v. v. v. v..,0.039999999998400045,1.2909944486830907e-09,4.169080726515256e-12,2.395656561173847e-13,0.007936507936507936,0.05403011514614703,0,0.2370058000087738,0.33147,0.172485,0.579707
"Of the 22 patients in whom vaginal deliveries were spontaneous, 21 had negative fetal-pelvic index values (specificity = 0.95).","Of the 18 women with positive fetal-pelvic index values, 17 required operative intervention (positive predictability = 0.94).","the results of the results of the results of the tests of the maternal age, maternal age, maternal age, maternal age, maternal age, and maternal age were compared in the patients with spontaneous pregnancies.",0.05882352941003464,1.3351146745465193e-09,3.819111929937049e-12,2.0588815727345864e-13,0.03791712634572757,0.08344733242134063,0,0.6846868991851807,0.738368,0.288594,0.542814
"The distribution of major histocompatibility complex (MHC) class 1 antigens was studied in the liver after transplantation by immunoperoxidase staining for beta-2-microglobulin (beta 2m), a subunit of the class 1 antigen system.","Paraffin wax sections were examined from 25 ""time zero"" biopsy specimens, taken immediately after insertion of the graft, and 87 biopsy specimens taken after transplantation in seven diagnostic categories: acute cellular rejection (n = 22); resolving acute rejection (n = 8); chronic rejection (n = 22); pure cholestasis (n = 14); ischaemia/infarction (n = 5); biliary obstruction (n = 8); massive haemorrhagic necrosis (n = 8).",the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of.,0.025662560017174752,0.01838338511821542,1.6595663184916262e-07,5.020581034981252e-10,0.006690992308202148,0.036407042673828716,0,0.5071773529052734,0.455901,0.225801,0.570268
A cDNA library was constructed from bovine fibropapilloma mRNA using the method of Okayama and Berg.,Analysis of full length cDNAs showed that the majority of viral transcripts in the fibropapilloma have 5' termini near nt 7250 and utilize a common splice donor site at nt 7385.,"the results of the results of the results of the survey are discussed, the results of the results of the results of the results of the results of the results of the results of the survey are discussed.",0.10526315789196679,1.6866980207552002e-09,4.291318246876247e-12,2.1798470960469238e-13,0.03029073698444895,0.1181026137463698,0,0.7038869261741638,0.812728,0.243613,0.581374
"Clean, intrinsically high-surface-energy dental implants are both safe and effective, but ambiguity remains with regard to the true surface qualities of many implant materials that have been sterilized and are about to be placed in properly instrumented host sites.",Future dental implant requirements should include proper surface preparation and surface quality maintenance of the implants themselves.,"the significance of the hypothalamus and of the functional instability of the nucleus of the thalamus are discussed, and the significance of the functional instability of the hypothalamus and of the functional instability of the thalamus are discussed.",0.0789473684189751,0.046192127683347024,3.8989213783975707e-07,1.1407522846122746e-09,0.034963507517988615,0.11715749039692704,0,0.7188807129859924,0.741764,0.225173,0.600448
2.7 kb in size.,CNPase mRNA levels do not appear to be affected in quaking dysmyelinating mutant mice.,the power of the unknowns the sum of the power of the unknowns is 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. ( 1 ).,3.571428571301021e-17,3.636964837134243e-17,3.7053987627062876e-17,3.776949794382395e-17,0.02716739443034122,0,0,0.5100833773612976,0.568033,0.19312,0.505389
"Most of the children found the KabiPen injections less painful, due to a finer and sharper needle and a smaller injection volume.","Out of the 40 families, as many as 34 wanted to continue with the KabiPen after the 1-month trial.","the results of the results of the results of the thematic analysis were as follows : the course, thecourse, thecourse, thecourse, and the course, and thecourse, and thecourse.",0.17857142856505104,0.08132500607608623,6.33614275707334e-07,1.7860092878317105e-09,0.06527337530431589,0.22037572254335264,0,0.737396776676178,0.889984,0.299028,0.763515
"It was elevated in 91% of cases of hepatocellular carcinoma, 70% of cases of other gastrointestinal carcinoma, 88% of cases of liver cirrhosis, 55% of cases of chronic hepatitis, and 25% of cases of acute hepatitis.",The mean value of hepatocellular carcinoma was significantly greater than those of other groups.,"the diagnoses of the cancer patients were benign, malignant, malignant, malignant, and malignant, and benign, malignant, malignant, malignant, malignant, benign, malignant, and malignant, and malignant tumors.",0.038461538460059216,1.2403473458434254e-09,4.002135611564223e-12,2.297665966272672e-13,0.0438965432359312,0.05285961871750433,0,0.6224293112754822,0.667378,0.370421,0.603057
The use of dextran enables the binding of a high number of drug molecules to the antibody with minimal loss of activity.,"Briefly, partially oxidized dextran was coupled to ARA-C and then to monoclonal anti-HBs.",the results of the the results of the results and of the results of the results of the results of the tables of the imf of the imf of the results of the results of the results are discussed.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.026016260162601626,0.04227304227304227,0,0.6373826265335083,0.528691,0.090661,0.429533
"IVF makes possible research on human oocytes, human fertilization, and the early stages of human development in vitro.","On ethical grounds, such research should not be motivated by curiosity alone but should be directed toward the promotion of human welfare.",the results of the results of the the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results are discussed.,0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,0.022181146025878007,0.0690435766836446,0,0.6197949647903442,0.737609,0.279037,0.650589
A randomized evaluation with double cross-over.,In the present study 54 cirrhotic patients were investigated in order to compare the clinical effects of spironolactone (100-200 mg/d) and potassium canrenoate (50-200 mg/d).,the results of the the results of the the results of the the results of the the. v. v. v. v. v. v. v. v. v. v. v.,0.10714285713903064,1.9920476821515278e-09,5.344109773330743e-12,2.795255596253083e-13,0.029747858493068845,0.11437499999999999,0,0.579785168170929,0.630194,0.232934,0.495083
"At low pH, there is a marked preference for iron to be released from the N-site rather than from the C-site and such preference becomes less distinct as pH increases.",A rather weak positive cooperativity between the two sites is demonstrated in pH between 6.8 and 7.8.,the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.05128205128073639,0.036735917917577944,3.316347433448301e-07,1.0032736169840087e-09,0.030528604996193393,0.07687460617517329,0,0.717776358127594,0.762128,0.408475,0.577532
E membranes were compared with and without heparin.,beta 2m plasma levels significantly increased with Cu but not with E. A total of 200 ml of blood from four other patients was recirculated ex vivo before Cu hemodialysis in Cu or E and then reinfused into the patient.,"the results of the the results of the the results of the the the results of the results of the the, the the, and the the are tabulated in.........",0.09439078626085078,1.5188664576072979e-09,3.8813339369828185e-12,1.9806572262413578e-13,0.027537091988130563,0.11270207852193995,0,0.3927948772907257,0.777342,0.246726,0.619503
"Genes for five EHV-1 glycoproteins (gp2, gp10, gp13, gp14, and gp21/22a) mapped to the genome L component; only one EHV-1 glycoprotein (gp17/18) was expressed from the unique S region of the genome where genes of several major glycoproteins of other herpesviruses have been located.","Two glycoproteins of EHV-1, gp13 and gp14, mapped to positions colinear with genes of major glycoproteins identified in several other alphaherpesviruses (gC- and gB-like glycoproteins, respectively).",the purpose of this study was to determine the effects of chemotherapeutic chemotherapeutic agents used to attenuate the development of hpv. 1. the incidence of hpv. 2. the duration of hpv. 3.,0.09374999999707036,1.7390208590454106e-09,4.654032830902803e-12,2.4281336212346503e-13,0.022222222222222223,0.10541474654377879,0,0.6092121601104736,0.720572,0.209371,0.576029
"The first radiologic examination is the chest radiograph, but the clinical symptoms are frequently out of proportion to the findings on the chest films.",Classic manifestations of pulmonary embolism on the chest radiograph include a wedge-shaped peripheral opacity and a segmental or lobar diminution in vascularity with prominent central arteries.,the significance of the clinical significance of the clinical significance of the value of the significance of the significance of the significance of the significance of the value of the value of the value of the value of the.,0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,0.018575851393188857,0.06384092098377814,0,0.6335949897766113,0.601729,0.226864,0.556795
"Lung carcinoma in uranium miners, Czechoslovakia, 1976-1980.",The analysis of the clinical data of uranium miners suffering from lung cancer in the years 1976-1980 was made.,the results of the the results of the the results of the results of the results of the results of the results of the results of the results of the results of the. e. e. e.,0.11111111110802473,0.05634361698031369,4.5366663800263564e-07,1.2969527289736299e-09,0.054620021287052734,0.15404040404040403,0,0.6063324809074402,0.829512,0.189198,0.640981
